name,genre,type,episodes,members,rating
Chameko no Ichinichi,Comedy,Movie,1.0,488,4.91
Jam,"Fantasy, Music",Music,1.0,343,4.91
Memories: Younenki no Joukei,Dementia,Movie,1.0,133,4.91
Sign,"Music, Sci-Fi",Music,1.0,192,4.91
Aruite Mikka!,"Comedy, Kids, Music",Music,1.0,101,4.9
Choujikuu Romanesque Samy: Missing 99,"Action, Sci-Fi",OVA,1.0,508,4.9
Lost Utopia,"Action, Fantasy, Music, Seinen, Supernatural",Movie,1.0,486,4.9
Natsu no Shisen 1942,Dementia,Movie,1.0,167,4.9
Battle Spirits: Ryuuko no Ken,"Action, Comedy, Martial Arts, Shounen",OVA,1.0,1708,4.89
Hinomaru Hatanosuke: Bakemonoyashiki no Maki,Supernatural,Movie,1.0,593,4.89
Kaijuu no Ballad,"Comedy, Fantasy, Music",Music,1.0,281,4.89
Kakari,Psychological,Movie,1.0,122,4.89
Rui no Masaiban,Comedy,ONA,1.0,251,4.89
Ao Oni The Animation,Horror,TV,1.0,7413,4.88
Canary,"Fantasy, Music, Romance, School",OVA,1.0,1212,4.88
Chou Henshin Cosprayers vs. Ankoku Uchuu Shougun the Movie,"Adventure, Comedy, Magic, Sci-Fi",Movie,1.0,1650,4.88
Great Rabbit,Psychological,Movie,1.0,387,4.84
Kintarou Taiiku Nikki,Comedy,Movie,1.0,174,4.88
Peeping Life: YouTuber-kun,Comedy,ONA,4.0,245,4.87
Urda,"Action, Historical, Military, Sci-Fi",ONA,5.0,2248,4.87
Ushi Atama,Dementia,Movie,1.0,120,4.87
Chimuchimucheri ChimChimCheree,"Kids, Music, Slice of Life",Music,1.0,331,4.86
Nazotokine,Game,TV,12.0,7284,4.86
Satsujinkyou Jidai,Fantasy,Movie,1.0,670,4.86
Self-Portrait,"Comedy, Demons",Special,1.0,435,4.86
Tanaami Keiichi no Shouzou,Dementia,Movie,1.0,170,4.86
Nakanaori,"Action, Samurai",ONA,1.0,192,4.85
Omocha Bako Series Dai 3 Wa: Ehon 1936-nen,Fantasy,Movie,1.0,411,4.85
Shinsei Kamattechan,"Music, Sci-Fi",Music,1.0,143,4.85
Usagi ga Kowai,"Dementia, Game, Horror",Movie,1.0,610,4.85
Utsukushii,Music,Music,1.0,109,4.85
Shousei Shikisai Gensou,Music,Movie,1.0,232,4.84
Fashion,"Comedy, Dementia",Movie,1.0,251,4.83
Fue,Dementia,Movie,1.0,141,4.83
Henkei Sakuhin Dai 1-ban,Dementia,Movie,1.0,117,4.83
Zettai Shougeki: Platonic Heart,"Action, Ecchi, Martial Arts",OVA,5.0,10887,4.83
Ramen Tenshi Pretty Menma,"Comedy, Magic, Parody",Special,1.0,2889,4.82
Bara Bara Film,Dementia,Movie,1.0,110,4.81
Iron Virgin Jun,"Action, Comedy, Fantasy, Martial Arts, Super Power",OVA,1.0,890,4.81
44-hiki no Neko,"Kids, Music",Music,1.0,855,4.8
Ame-iro Cocoa,"Comedy, Slice of Life",TV,12.0,14295,4.8
Hinomaru Tarou: Musha Shugyou no Maki,"Action, Samurai",Movie,1.0,410,4.8
Jingle,Fantasy,ONA,1.0,214,4.8
Petit Manga,Dementia,Movie,1.0,103,4.8
Sushi Police,"Comedy, Police",TV,13.0,9096,4.8
Tairiki Tarou no Mucha Shuugyou,Action,Movie,1.0,852,4.8
Yokoo&#039;s 3 Animation Films,"Psychological, Romance",OVA,3.0,440,4.8
Zawazawa,Hentai,Movie,1.0,216,4.8
Isu,Dementia,Movie,1.0,259,4.79
Mogu Mogu,Music,Music,1.0,217,4.79
Hinomaru Hatanosuke: Inazuma-gumi Tobatsu no Maki,"Action, Historical, Samurai",Movie,1.0,432,4.78
Pinky Street,"Comedy, Slice of Life",OVA,2.0,619,4.78
Aoi Heya,"Fantasy, Music",Music,1.0,253,4.77
Konnichiwa Onara Gorou,Comedy,ONA,1.0,483,4.76
Namakura Gatana,"Comedy, Samurai",Movie,1.0,848,4.76
Vampire Sensou,"Super Power, Supernatural, Vampire",OVA,1.0,2002,4.76
Wheels,Comedy,OVA,1.0,314,4.76
2005-nen Uchuu no Tabi,"Dementia, Sci-Fi, Space",Special,1.0,657,4.75
Kindan no Mokushiroku: Crystal Triangle,"Adventure, Demons, Military, Mystery",OVA,1.0,878,4.75
PistStar,Magic,ONA,1.0,266,4.74
Shoujouji no Tanuki-bayashi,Kids,Movie,1.0,475,4.74
Jigoku Youchien,"Demons, Kids, School",ONA,12.0,1062,4.73
Mado,Comedy,Movie,1.0,454,4.73
Samero,Dementia,Movie,1.0,403,4.73
Haru no Uta,Music,Movie,1.0,641,4.72
Haruwo,Action,OVA,1.0,493,4.72
Kairaku no Sono,"Dementia, Music",Movie,1.0,188,4.72
Umi no Momotarou,Samurai,Movie,1.0,525,4.72
Jinkou no Rakuen,Dementia,Movie,1.0,133,4.71
JK Meshi!,Comedy,TV,26.0,7131,4.71
Kappo,Hentai,Movie,1.0,335,4.71
Master Blaster,"Dementia, Music",Music,1.0,165,4.71
Motion Lumine,Dementia,Movie,1.0,124,4.71
A.F,"Action, Mecha, Sci-Fi",Special,1.0,646,4.7
Fashion no Hajimari,Comedy,ONA,1.0,352,4.7
Generation of Chaos III: Toki no Fuuin,"Action, Adventure, Fantasy, Magic",OVA,2.0,573,4.7
Kihei Senki Legacies,"Fantasy, Mecha",ONA,1.0,676,4.7
Mac the Movie,Dementia,Movie,1.0,127,4.7
Mou Hitotsu no Nijiiro Toshi,Dementia,Movie,1.0,128,4.7
Issunboushi no Shusse,Supernatural,Movie,1.0,685,4.69
Kodomo no Kaitei no Koto,Psychological,Movie,1.0,152,4.69
Play Jazz,Dementia,Movie,1.0,119,4.69
Twinkle Nora Rock Me!,"Action, Sci-Fi",OVA,1.0,338,4.69
Chuunen Punk,Music,Music,1.0,308,4.68
Ga no Iru Tokoro,Dementia,Movie,1.0,343,4.68
Bloody Date,Horror,ONA,1.0,1891,4.66
Doubutsu Sumo Taikai,Action,Movie,1.0,585,4.67
Eiken: Eikenbu yori Ai wo Komete,"Comedy, Ecchi, Harem, School",OVA,2.0,15764,4.65
Lemon Home Animation Gekijou,Comedy,Special,2.0,254,4.65
Tonari no Yarou,Comedy,Movie,1.0,482,4.65
Nezumi no Rusuban,Action,Movie,1.0,532,4.64
Commercial War,Dementia,Movie,1.0,145,4.63
Haru no Shikumi,Dementia,Movie,1.0,363,4.63
Head Spoon,Dementia,Movie,1.0,129,4.62
Kobe to Watashi,"Comedy, Slice of Life",ONA,1.0,869,4.62
MILPOM★,"Comedy, Shoujo",ONA,1.0,434,4.62
Osaru no Sankichi: Totsugeki-tai,Military,Movie,1.0,489,4.62
Under the Dog: Anthea-chan,"Action, Comedy, Parody",ONA,1.0,2390,4.62
Wakie Wakie,Music,Music,1.0,192,4.62
Bouken Dankichi: Hyouryuu no Maki,Adventure,Movie,1.0,438,4.6
6 Angels,"Action, Sci-Fi",ONA,6.0,1890,4.59
Maabou no Daikyousou,"Comedy, Sports",Movie,1.0,483,4.59
Baka Baka Baka na Sekai,"Comedy, Dementia, Military",Movie,1.0,451,4.58
Landscape,Dementia,Movie,1.0,120,4.58
Urashima Tarou (1931),Action,Movie,1.0,841,4.58
Calligraffiti,Music,Movie,1.0,200,4.57
Direct Animation,Dementia,Movie,1.0,132,4.56
Hustle!! Tokitama-kun,Dementia,Special,1.0,369,4.56
Landmark,Dementia,ONA,1.0,109,4.56
Arakure Junichi no Namida,Comedy,ONA,1.0,169,4.55
Nantokashite Alguard,Comedy,ONA,1.0,211,4.55
Ai,"Dementia, Psychological, Romance",Movie,1.0,2009,4.54
Bishoujo Yuugi Unit Crane Game Girls,"Comedy, Game, Space",TV,13.0,4673,4.54
Issho ni Sleeping: Sleeping with Hinako,Ecchi,OVA,1.0,10703,4.54
Shinsatsushitsu,"Dementia, Horror",Movie,1.0,527,4.54
"Yami no Kioku, Yume no Inei",Dementia,Movie,1.0,181,4.53
Akai Kutsu! Onnanoko!,Dementia,Movie,1.0,138,4.52
Manga,Comedy,Movie,1.0,492,4.52
Golden Batman,"Action, Kids",Movie,1.0,347,4.49
Pussycat,"Fantasy, Horror",ONA,1.0,2043,4.49
Rebirth Moon Divergence,"Action, Fantasy",OVA,1.0,350,4.5
Kakugo no Susume,"Action, Demons, Ecchi, Horror, Mecha, Sci-Fi, Super Power",OVA,2.0,4269,4.49
Idol Fight Suchie-Pai 2,"Action, Ecchi",OVA,1.0,573,4.48
Kemeko no Love,Comedy,Movie,1.0,737,4.48
Goldfish Fetish,Dementia,Movie,1.0,200,4.46
Kangaeru Renshuu,Kids,Movie,1.0,213,4.46
Why Re-Mix 2002,Dementia,Movie,1.0,124,4.46
Yoru no Okite,Dementia,Movie,1.0,711,4.46
Agitated Screams of Maggots,"Dementia, Horror, Music",Music,1.0,2921,4.45
Kaitei no Boukun,Adventure,Movie,1.0,474,4.45
Natsu no Gero wa Fuyu no Sakana,"Dementia, Music",Music,1.0,147,4.45
Oh Yoko!,"Dementia, Music, Romance",Music,1.0,337,4.44
Hanoka Recap,Sci-Fi,Special,1.0,471,4.43
Mahou no Hiroba,Music,Music,1.0,182,4.43
Osaru no Kantai,"Military, Music",Movie,1.0,530,4.42
Ragnastrike Angels,Action,TV,12.0,7365,4.42
Cafe de Oni,Music,Music,1.0,381,4.4
Dankichi-jima no Olympic Taikai,"Action, Sports",Movie,1.0,634,4.4
The Bathroom,"Comedy, Dementia",Movie,1.0,671,4.4
Why,Dementia,Movie,1.0,139,4.4
3D Onara Gorou ga Dance Dance Dance!!,"Comedy, Music",Music,1.0,624,4.39
Osaru no Sankichi: Boukuusen,Military,Movie,1.0,525,4.39
Aya Hito Shiki to Iu na no Ishi Hata,Dementia,ONA,1.0,177,4.38
Nice to See You,Dementia,Movie,1.0,122,4.38
Okaasan ni Naisho,"Comedy, Ecchi",ONA,1.0,308,4.38
Spectral Force,"Demons, Fantasy",OVA,2.0,1010,4.36
Taa-chan no Kaitei Ryokou,Adventure,Movie,1.0,468,4.35
Roots Search: Shokushin Buttai X,"Horror, Sci-Fi",OVA,1.0,1328,4.34
Adventures in Beauty Wonderland,Dementia,Movie,1.0,698,4.32
Ankoku Shinwa,"Demons, Fantasy, Horror, Mystery, Psychological, Supernatural",OVA,2.0,1255,4.31
Watashi no Kao,"Dementia, Horror",Movie,1.0,457,4.31
Walking Man,Dementia,Movie,1.0,211,4.3
Dekobou no Jidousha Ryokou,"Adventure, Cars",Movie,1.0,575,4.28
Count Down,Hentai,Movie,1.0,231,4.27
Generation of Chaos Next: Chikai no Pendant,"Action, Adventure, Fantasy, Military, Romance",OVA,1.0,615,4.27
Hanoka,Sci-Fi,TV,12.0,1686,4.27
Ohi-sama to Kaeru,Comedy,Movie,1.0,359,4.27
Bloody Night,"Horror, Psychological, Supernatural, Thriller",ONA,1.0,1292,4.26
Maid of the Dead,"Comedy, Horror",ONA,1.0,1595,4.26
Gakuentoshi Varanoir Joukan,"Action, Magic",OVA,2.0,769,4.25
Yukidoke,"Dementia, Horror",Movie,1.0,945,4.25
Dog Soldier,"Action, Military, Seinen",OVA,1.0,827,4.24
Yami no Teio: Kyuuketsuki Dracula,Vampire,Special,1.0,1070,4.24
Armageddon,"Action, Adventure, Sci-Fi",Movie,1.0,810,4.23
◯,"Dementia, Music",ONA,1.0,448,4.22
Gondora,Dementia,Movie,1.0,707,4.21
Henshin Gattai! 5 tsu no Atsuki Tamashii,"Music, Super Power",Music,1.0,269,4.19
Embah,Dementia,ONA,1.0,222,4.17
Yasashii Kinyoubi,Dementia,Movie,1.0,358,4.17
Heya,"Comedy, Dementia",Movie,1.0,804,4.16
4.Eyes,Dementia,Movie,1.0,195,4.15
Memory of Red,Dementia,Movie,1.0,331,4.15
Ninjutsu Hinotama Kozou: Edo no Maki,Action,Movie,1.0,474,4.15
Requiem (ONA),Dementia,ONA,1.0,334,4.11
Good-by Marilyn,"Dementia, Music",Movie,1.0,279,4.08
Dark Cat,"Action, Demons, Horror, Super Power, Supernatural",OVA,1.0,1492,4.04
Tama Gura Abayo: Moki Yumokyu Superdeluxe,"Dementia, Music",Music,1.0,202,4.03
MILPOM★ Pilot,"Comedy, Shoujo",Special,1.0,442,4.02
001,Comedy,ONA,1.0,916,4.0
Madonna (Movie),Dementia,Movie,1.0,248,4.0
Byston Well Monogatari: Garzey no Tsubasa,Fantasy,OVA,3.0,5822,3.99
Shunga,Dementia,Movie,1.0,242,3.99
Dreams,Dementia,Movie,1.0,381,3.98
Generation of Chaos,"Action, Adventure, Demons, Fantasy, Magic",OVA,1.0,1010,3.98
Tenshi no Drop,"Comedy, Ecchi, Shoujo Ai, Shounen",Special,1.0,6308,3.96
Mahou Shoujo? Naria☆Girls,Magic,TV,12.0,3414,3.91
Red Colored Bridge,Psychological,Movie,1.0,450,3.9
Wonder Momo,"Action, Game, Martial Arts, School",ONA,5.0,3218,3.9
Petting a Dog,Slice of Life,ONA,1.0,375,3.88
Yume 10 Yoru,Dementia,Movie,1.0,317,3.88
Uju Heukgisa,"Action, Sci-Fi, Space",Movie,1.0,224,3.87
Shigeru,"Comedy, Dementia",ONA,1.0,411,3.86
C.L.A.Y.,Horror,ONA,1.0,1104,3.84
Aos,"Dementia, Fantasy",Movie,1.0,1080,3.83
Kanojo no Dokushinshatachi ni Yotte Hadaka ni Sareta Seifuku no Shojo Kenkyuu,"Dementia, Music",Movie,1.0,326,3.83
Pupa,"Fantasy, Horror, Psychological",TV,12.0,83652,3.82
Crayon Angel,Dementia,Movie,1.0,322,3.8
Koumon-teki Juuku Ketsujiru Juke,"Comedy, Dementia, Music",Music,1.0,310,3.78
The Embryo Develops into a Fetus,Dementia,ONA,1.0,727,3.76
The Wash Bird of the Wash Island,"Comedy, Fantasy",ONA,1.0,312,3.75
Dead Girl Trailer,"Horror, Parody, Supernatural, Thriller",ONA,1.0,910,3.74
Born by Myself,Psychological,ONA,1.0,935,3.73
Pinky,"Comedy, Horror",ONA,1.0,1254,3.71
Micro Teukgongdae Diatron 5,"Action, Mecha, Sci-Fi, Space",Movie,1.0,398,3.7
G-senjou no Higeki,"Comedy, Dementia",Movie,1.0,562,3.68
CCW: Crazy Clay Wrestling,Sports,ONA,1.0,1030,3.68
Within the Bloody Woods,Horror,ONA,2.0,1099,3.65
Pop,Comedy,Movie,1.0,508,3.63
Vampire Holmes,"Comedy, Mystery, Supernatural, Vampire",TV,12.0,10403,3.63
No Littering,"Comedy, Horror",ONA,1.0,2018,3.62
Ai (ONA),Romance,ONA,1.0,332,3.6
Mochibei,Dementia,Movie,1.0,549,3.58
Scrap Diary,Dementia,Movie,1.0,470,3.59
Super Kid,"Action, Adventure, Sci-Fi",Movie,1.0,341,3.56
Panzer Dragoon,"Adventure, Fantasy",OVA,1.0,1047,3.47
Nendo no Tatakai 2,"Comedy, Fantasy",ONA,1.0,1042,3.46
Good-by Elvis and USA,"Dementia, Music",Movie,1.0,367,3.41
Nendo no Tatakai,"Comedy, Fantasy",ONA,1.0,1174,3.36
Love Bites,Horror,ONA,1.0,537,3.33
Fetish Doll,Dementia,Movie,1.0,654,3.32
Soujuu Senshi Psychic Wars,"Action, Demons, Seinen, Super Power",OVA,1.0,1556,3.32
Aki no Puzzle,Dementia,Movie,1.0,463,3.27
Abunai Sisters: Koko &amp; Mika,"Action, Comedy, Ecchi",OVA,10.0,1461,2.95
Shitcom,"Comedy, Romance",ONA,1.0,8126,2.93
Ningen Doubutsuen,Dementia,Movie,1.0,1893,2.78
Kokuhaku,Horror,ONA,1.0,816,2.67
Nami,Dementia,Movie,1.0,1817,2.67
Hametsu no Mars,"Horror, Sci-Fi",OVA,1.0,27557,2.37
Utsu Musume Sayuri,"Comedy, Dementia",OVA,1.0,4047,2.14
Tenkuu Danzai Skelter+Heaven,"Mecha, Sci-Fi",OVA,1.0,7680,2.0
"&quot;Aesop&quot; no Ohanashi yori: Ushi to Kaeru, Yokubatta Inu",Kids,Movie,1.0,113,5.0
&quot;Eiyuu&quot; Kaitai,"Fantasy, Super Power",OVA,1.0,578,7.33
0-sen Hayato,"Historical, Military",TV,38.0,147,6.25
0-sen Hayato Pilot,"Historical, Military",OVA,1.0,37,5.14
15 Sonyeon Uju Pyoryugi,"Action, Sci-Fi, Shounen, Space",Movie,1.0,188,5.13
2002-nen Harmoni Ondo,"Kids, Music",Music,1.0,79,4.77
2020 Nyeon Ujuui Wonder Kiddy,"Sci-Fi, Space",TV,13.0,179,5.89
21 Emon Uchuu e Irasshai!,"Comedy, Sci-Fi, Space",Movie,1.0,216,5.05
21 Seiki Manga Hajimete Monogatari,"Adventure, Comedy, Kids, Sci-Fi",Special,1.0,258,6.63
3-D Tengoku,Music,Music,1.0,117,4.06
47 Todoufuken,"Comedy, Kids",TV,26.0,112,5.61
47 Todoufuken R,"Comedy, Kids",TV,12.0,122,5.81
47 Todoufuken Specials,"Comedy, Kids, Romance",Special,2.0,72,5.23
77Danui Bimil,"Action, Drama",Movie,1.0,158,3.59
84 Taekwon V,"Action, Mecha, Sci-Fi",Movie,1.0,151,4.64
A Smart Experiment,Dementia,Special,1.0,109,4.03
A-jang.com,Fantasy,TV,13.0,252,5.57
AAA de Ikou!!: Yuuna &amp; Akiko,Comedy,OVA,1.0,93,5.67
Abe George Kattobi Seishun Ki: Shibuya Honky Tonk,"Drama, Ecchi",OVA,4.0,175,4.79
Acerola-chan,Comedy,ONA,3.0,52,5.0
Ad Lib Anime Kenkyuujo,Comedy,TV,38.0,677,5.29
Afghanistan Paghman-mura no Monogatari: Boku no Mura ni Circus ga Kita,"Historical, Kids",OVA,1.0,130,6.67
Afghanistan Paghman-mura no Monogatari: Sekaiichi Utsukushii Boku no Mura,"Historical, Kids",OVA,1.0,149,6.67
Agigongryong Doolie,"Adventure, Kids",TV,6.0,180,5.82
Agigongryong Doolie (1988),Kids,TV,7.0,139,5.35
Agigongryong Doolie (2009),"Adventure, Kids",TV,26.0,132,5.5
Agigongryong Doolie (Movie),Kids,Movie,1.0,155,5.48
Agukaru: Play with Ibaraki-hen,"Magic, Slice of Life, Supernatural",ONA,20.0,171,4.81
Agukaru: Play with Ibaraki-hen Episode 0,"Magic, Slice of Life, Supernatural",ONA,1.0,128,4.8
Ahare! Meisaku-kun,"Comedy, Kids, Parody, School",TV,39.0,115,4.54
Ahiru no Pekkle no Ahiru no Drakestail,"Fantasy, Kids",OVA,1.0,129,5.16
Ahiru no Pekkle no Aladdin to Mahou no Lamp,"Fantasy, Kids",OVA,1.0,141,5.53
Ahiru no Pekkle no Hihou wo Sagase,"Adventure, Fantasy, Kids",OVA,1.0,103,4.8
Ahiru no Pekkle no Minikui Ahiru no Ko,"Fantasy, Kids",OVA,1.0,114,5.25
Ahiru no Pekkle no Sindbad no Bouken,"Adventure, Fantasy, Kids",OVA,1.0,146,5.55
Ahiru no Pekkle no Suieitaikai wa Oosawagi,"Fantasy, Kids",OVA,1.0,144,5.44
Ai no Kiseki: Doctor Norman Monogatari,"Drama, Slice of Life",Special,1.0,107,6.23
Ai Shoujo Pollyanna Story Specials,"Drama, Historical, Slice of Life",Special,2.0,173,6.11
Ai to Shi,Action,Special,1.0,69,5.0
Aikatsu Stars! Movie,"Music, School, Shoujo, Slice of Life",Movie,1.0,1042,7.0
Aikatsu!: Nerawareta Mahou no Aikatsu Card,"Music, School, Shoujo, Slice of Life",Movie,1.0,488,6.42
Aikodesho,"Kids, Music",Music,1.0,55,4.18
Aitsu to Lullaby: Suiyobi no Cinderella,"Drama, Romance, Shounen",Movie,1.0,194,6.05
AIUEO Anime Sekai no Douwa: Aesop Monogatari Anime Series,"Adventure, Fantasy, Kids",TV,26.0,292,7.29
Ajisai no Uta,"Comedy, Drama, Historical",OVA,3.0,111,5.57
Ajjishin da Tsunami wa? Jibun no Inochi wa Jibun de Mamoru,"Drama, Kids",OVA,1.0,56,5.4
Akadou Suzunosuke,"Adventure, Historical",TV,52.0,220,5.63
Akagaki Genzou: Tokuri no Wakare,Comedy,Movie,1.0,87,4.5
Akai Jitensha,Music,Music,1.0,91,4.54
Akane-chan,"Comedy, School, Slice of Life",TV,26.0,195,6.09
Akazukin Chanto Manabou! Koutsuu Rule,"Drama, Kids",OVA,1.0,48,4.63
Akazukin to Kenkou,Comedy,OVA,1.0,91,4.3
Akuei to Gacchinpo,"Comedy, Kids",TV,13.0,83,4.57
Akuei to Gacchinpo Tenkomori: Maboroshi no Omake Episode,Comedy,Special,1.0,53,4.17
Akuei to Gacchinpo The Movie: Chelsea no Gyakushuu/Akuei to Mahou no Hammer,"Comedy, Kids, Magic",Movie,1.0,60,5.0
Akuei to Gacchinpo: Tenkomori,"Comedy, Kids",TV,12.0,68,4.09
Akuma to Himegimi,"Comedy, Shoujo",Movie,1.0,111,4.88
Akuma Tou no Prince: Mitsume ga Tooru,"Adventure, Comedy, Demons, Supernatural",Special,1.0,149,4.96
Akuma-kun (Movie),"Adventure, Fantasy, Horror, Magic, Supernatural",Movie,1.0,213,5.91
Akuma-kun: Youkoso Akuma Land e!!,"Adventure, Fantasy, Horror, Magic, Supernatural",Movie,1.0,185,5.35
Al Caral no Isan,Sci-Fi,OVA,1.0,224,5.87
Aladdin to Mahou no Lamp no Koutsuu Anzen,"Drama, Fantasy, Kids",OVA,1.0,42,6.9
Alexandros no Ketsudan,Historical,OVA,1.0,212,5.48
Alice in Dreamland,"Adventure, Fantasy",Movie,1.0,595,5.25
Alice Tantei Kyoku,Kids,TV,56.0,119,6.13
Aloha! Youkai Watch: Rakuen Hawaii de Geragerapou!!,"Kids, Slice of Life, Supernatural",ONA,1.0,205,5.4
Alps Monogatari: Watashi no Annette Specials,"Drama, Slice of Life",Special,2.0,132,5.77
Alps no Shoujo Heidi? Chara Onji,"Comedy, Parody",TV,1.0,277,6.79
Ama Gli Animali,Kids,Movie,1.0,37,5.67
Ame no Bus Stop-hen,Music,Music,1.0,74,3.67
Amigo Tomodachi,"School, Slice of Life",OVA,1.0,71,6.56
Anata ga Furikaeru Toki,"Romance, School, Shoujo",OVA,1.0,174,5.36
Angel (Special),Dementia,Special,1.0,137,5.59
Angel ga Tonda Hi,"Comedy, Slice of Life",Movie,1.0,77,5.67
Animal 1,Sports,TV,27.0,122,6.71
Animax Taisou,"Kids, Sports",TV,1.0,54,4.67
Anime Document: München e no Michi,Sports,TV,16.0,83,6.5
Anime Douyou,"Kids, Music",Music,1.0,38,5.75
Anime Koten Bungaku Kan,"Historical, Kids",OVA,6.0,72,5.43
Anime Rakugo Kan,Comedy,OVA,4.0,264,5.84
Anime Roukyoku Kikou Shimizu no Jirochouden,"Comedy, Drama, Historical",TV,30.0,66,5.25
Anime TV de Hakken! Tamagotchi,"Comedy, Fantasy, Kids, Slice of Life",TV,27.0,300,6.32
Anime Yasei no Sakebi,"Adventure, Drama",TV,22.0,182,6.11
Animegatari,Comedy,Movie,1.0,1308,5.36
Animentary: Ketsudan,"Historical, Military",TV,26.0,324,7.08
"Ano Hi, Bokura wa Senjou de: Shounenhei no Kokuhaku",Historical,Special,1.0,122,7.12
Ano Yama ni Noborou yo,"Adventure, Fantasy, Kids",OVA,1.0,84,5.91
"Anpanman to Hajime yo! Iro, Kazu, Katachi Wakarukana Iro, Katachi",Kids,Special,1.0,120,5.97
Ao no Doumon,"Drama, Historical, Kids, Samurai",OVA,1.0,82,6.08
Aoi Kioku: Manmou Kaitaku to Shounen-tachi,"Drama, Historical, Military",Movie,1.0,135,6.45
Aoi Umi to Shounen,Slice of Life,OVA,1.0,68,5.0
Aoki Uru: Overture,"Military, Sci-Fi",Special,1.0,361,5.75
AOTU Shijie,"Action, Adventure, Fantasy, Sci-Fi",ONA,1.0,79,6.0
"Aoyo, Kaette Koi: Tokyo Dai Kuushuu","Drama, Historical",OVA,1.0,26,8.5
Apache Yakyuugun,"Action, School, Sports",TV,26.0,268,5.68
Apo Apo World: Giant Baba 90-bun 1-hon Shoubu,"Comedy, Sports",Movie,1.0,72,5.14
Aqua Kids,"Adventure, Kids",TV,26.0,24,6.5
Araiguma Rascal Specials,"Drama, Slice of Life",Special,2.0,101,5.67
Are wa Dare?,Kids,Movie,1.0,114,4.58
Area 88 Movie,"Action, Adventure, Drama, Military, Romance",Movie,1.0,210,7.18
Ari no Seikatsu,Fantasy,Movie,1.0,138,4.4
Ari to Hato,Kids,Movie,1.0,79,7.6
Ari to Hato (1953),Kids,Movie,1.0,72,7.6
Ari to Hato (1959),Kids,Movie,1.0,91,4.74
Ari to Kirigirisu,"Kids, Music",Movie,1.0,42,3.0
Aries: Shinwa no Seizakyuu,"Fantasy, Romance, Shoujo, Supernatural",OVA,1.0,112,5.2
Arigatou Kumanofu,Comedy,ONA,11.0,69,4.0
Arisa☆Good Luck,"Action, Comedy",OVA,1.0,198,5.76
Asa da yo! Kaishain,Comedy,TV,1.0,177,4.33
Asari-chan: Ai no Marchen Shoujo,"Adventure, Shoujo, Slice of Life",Movie,1.0,170,6.48
Ashita Kirarin,"Drama, Kids",OVA,1.0,59,6.45
Ashita no Eleventachi,Sports,Special,1.0,154,6.05
Ashita no Kibou: Kanashimi yo Arigatou - Takae Tsuneo Monogatari,"Drama, Slice of Life",Movie,1.0,124,6.33
Ashita Tenki ni Naare Omake,Sports,OVA,1.0,50,4.09
Asobo Toy-chan,Kids,TV,53.0,63,6.14
Asu wo Tsukutta Otoko: Tanabe Sakurou to Biwako Sosui,Historical,Movie,1.0,85,6.75
Atashin&#039;chi 3D Movie: Jounetsu no Chou Chounouryoku Haha Dai Bousou,Comedy,Movie,1.0,196,6.0
Aterui,"Action, Fantasy, Historical",Movie,1.0,105,4.4
au x Rope,"Comedy, Slice of Life",ONA,3.0,67,3.67
Audition,Music,Movie,1.0,78,6.0
Aura Battler Dunbine Memorial,"Adventure, Mecha, Sci-Fi",Special,3.0,219,5.63
Auto Mommy,Fantasy,Movie,1.0,173,5.12
Awate Tokoya,Music,Music,1.0,92,3.7
AWOL,"Action, Military, Sci-Fi, Space",TV,12.0,293,5.33
Azarashi Tama-chan no Hi no Youjin,"Drama, Kids, Super Power",OVA,1.0,46,5.75
Azumi Mamma★Mia,"Comedy, Kids",TV,60.0,101,5.6
Üks Uks,Dementia,Movie,1.0,66,6.17
Ba La La Xiao Mo Xian Zhi: Caihong Xin Shi,"Comedy, Magic, Shoujo",TV,36.0,355,6.28
Ba La La Xiao Mo Xian Zhi: Meng Huan Xuan Lu,"Comedy, Magic, Shoujo",TV,52.0,497,5.91
Ba La La Xiao Mo Xian Zhi: Qiji Wubu,"Comedy, Magic, Shoujo",TV,52.0,141,4.77
Backkom Meogeujan Yeohaeng,"Adventure, Comedy, Kids, Magic",Movie,1.0,100,5.71
Backkom Mission Impossible,"Comedy, Kids, Parody",ONA,2.0,97,6.11
Backkom Specials,"Comedy, Kids, Super Power",ONA,8.0,93,6.23
Backstage Idol Story,Music,TV,8.0,292,5.55
Bad Badtz-Maru no Ari to Kirigirisu,"Fantasy, Kids",OVA,1.0,99,5.5
Bad Badtz-Maru no Ookami ga Kita!,"Fantasy, Kids",OVA,1.0,116,5.7
Bad Badtz-Maru no Ore no Pochi wa Sekaiichi,Kids,Movie,1.0,109,5.73
Bad Badtz-Maru no Ore wa Yuutousei,"Comedy, Kids",OVA,1.0,52,4.86
Bad Badtz-Maru no Otoko Dokyou no Omoiyari,Comedy,OVA,1.0,56,4.89
Baka Mukashibanashi Movie: Jijii Wars,"Comedy, Fantasy, Historical",Movie,1.0,111,5.19
Bakabon Osomatsu no Karee wo Tazunete Sansenri,Comedy,Special,1.0,173,6.58
Baki,"Action, Martial Arts, Shounen",OVA,1.0,1448,8.27
Baku Tech! Bakugan Gachi: Tokubetsu-hen,"Action, Game, Shounen",ONA,1.0,111,5.93
Bakuhatsu Gorou,"Comedy, Sports",TV,26.0,176,5.74
